code,company,fiscal_year,quarter,file_type,account_type,consoli_type,submit,zip_id,sales_prior,sales_pct_yoy_prior,sales_current,sales_pct_yoy_current,sales_next,sales_pct_yoy_next,operating_income_prior,operating_income_pct_yoy_prior,operating_income_current,operating_income_pct_yoy_current,operating_income_next,operating_income_pct_yoy_next,operating_income_progress_ratio,operating_income_on_sales_ratio_prior,operating_income_on_sales_ratio_current,operating_income_on_sales_ratio_next,operating_cf_margin_prior,operating_cf_margin_current,ordinary_income_prior,ordinary_income_pct_yoy_prior,ordinary_income_current,ordinary_income_pct_yoy_current,ordinary_income_next,ordinary_income_pct_yoy_next,pretax_income_prior,pretax_income_pct_yoy_prior,pretax_income_current,pretax_income_pct_yoy_current,pretax_income_next,pretax_income_pct_yoy_next,net_income_prior,net_income_pct_yoy_prior,net_income_current,net_income_pct_yoy_current,net_income_next,net_income_pct_yoy_next,net_income_on_sales_prior,net_income_on_sales_current,net_income_on_sales_next,eps_prior,eps_current,eps_next,roe,roa,dividend_prior,dividend_next,payout_ratio_prior,payout_ratio_next,total_assets_prior,total_assets_current,net_assets_prior,net_assets_current,capital_ratio_prior,capital_ratio_current,outstanding_stock_current,treasury_stock_current,operating_cf_prior,operating_cf_current,investing_cf_prior,investing_cf_current,financing_cf_prior,financing_cf_current,cash_prior,cash_current
7466,ＳＰＫ株式会社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500099,31586000000.0,12.7,32106000000.0,1.6,41500000000.0,-2.3,1348000000.0,15.0,1416000000.0,5.1,1900000000.0,3.5,74.5,4.3,4.4,4.6,,,1376000000.0,23.2,1420000000.0,3.2,1920000000.0,2.4,,,,,,,927000000.0,27.0,1083000000.0,16.8,1460000000.0,14.8,2.9,3.4,3.5,184.73,215.82,266.87,6.6,5.9,,,,,,24020000000.0,,16402000000.0,,68.3,,,,,,,,,,
7466,ＳＰＫ株式会社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,5226900.0,205799.0,,,,,,,,
7554,株式会社幸楽苑ホールディングス,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500035,29459000000.0,3.4,31000000000.0,5.2,40517000000.0,5.0,45000000.0,-87.9,1565000000.0,,1565000000.0,,100.0,0.2,5.0,3.9,,,35000000.0,-93.4,1498000000.0,,1498000000.0,,,,,,,,-487000000.0,,1393000000.0,,946000000.0,,-1.7,4.5,2.3,-32.92,93.79,63.68,26.5,8.3,,,,,,18883000000.0,,5272000000.0,,27.8,,,,,,,,,,
7554,株式会社幸楽苑ホールディングス,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16774841.0,1853892.0,,,,,,,,
7839,株式会社 ＳＨＯＥＩ,2019-09-30,Q1,tanshin,日本基準,連,2019-01-25,TD2019012500139,3761000000.0,14.4,4160000000.0,10.6,18150000000.0,5.8,739000000.0,2.5,863000000.0,16.8,3440000000.0,-7.9,25.1,19.6,20.7,19.0,,,755000000.0,11.4,850000000.0,12.5,3450000000.0,-8.5,,,,,,,503000000.0,9.2,585000000.0,16.1,2390000000.0,-7.3,13.4,14.1,13.2,36.59,42.48,173.55,4.4,5.4,,,,,,15929000000.0,,13155000000.0,,82.6,,,,,,,,,,
7839,株式会社 ＳＨＯＥＩ,2019-09-30,Q1,tanshin,日本基準,単,2019-01-25,TD2019012500139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,13772400.0,815.0,,,,,,,,
7897,ホクシン株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500164,8544000000.0,-1.8,8578000000.0,0.4,11100000000.0,-1.4,552000000.0,-16.4,245000000.0,-55.6,300000000.0,-51.5,81.7,6.5,2.9,2.7,,,570000000.0,-13.1,265000000.0,-53.4,320000000.0,-50.6,,,,,,,386000000.0,-39.5,82000000.0,-78.8,210000000.0,-52.8,4.5,1.0,1.9,13.63,2.9,7.41,1.7,1.9,,3.5,,,,12861000000.0,,4883000000.0,,38.0,28373005.0,20245.0,,,,,,,,
7931,未来工業株式会社>>,2019-03-20,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500142,27102000000.0,5.6,27694000000.0,2.2,35486000000.0,0.9,3481000000.0,3.5,3286000000.0,-5.6,3590000000.0,-14.5,91.5,12.8,11.9,10.1,,,3554000000.0,7.1,3318000000.0,-6.6,3558000000.0,-16.3,,,,,,,2417000000.0,18.6,3398000000.0,40.6,3566000000.0,21.8,8.9,12.3,10.0,104.38,146.73,154.0,6.3,5.0,,,,,,65957000000.0,,53811000000.0,,81.2,,,,,,,,,,
7931,未来工業株式会社>>,2019-03-20,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,25607086.0,2443113.0,,,,,,,,
7939,株式会社 研創,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500100,3988000000.0,9.8,4083000000.0,2.4,5851000000.0,1.8,176000000.0,54.0,150000000.0,-14.7,277000000.0,-26.5,54.2,4.4,3.7,4.7,,,181000000.0,52.8,164000000.0,-9.2,277000000.0,-27.0,,,,,,,108000000.0,29.2,73000000.0,-32.4,185000000.0,-26.7,2.7,1.8,3.2,28.57,19.62,49.67,3.5,2.7,,10.0,,,,5461000000.0,,2110000000.0,,38.6,4022774.0,298195.0,,,,,,,,
8190,株式会社 ヤマナカ,2019-03-20,Q3,tanshin,日本基準,連,2019-01-23,TD2019012300034,74192000000.0,-0.2,72736000000.0,-2.0,97420000000.0,-2.7,-269000000.0,,561000000.0,,700000000.0,524.7,80.1,-0.4,0.8,0.7,,,-195000000.0,,685000000.0,,840000000.0,276.6,,,,,,,-118000000.0,,486000000.0,,530000000.0,513.9,-0.2,0.7,0.5,-6.17,25.39,27.67,3.2,1.5,,,,,,36985000000.0,,15437000000.0,,41.7,,,,,,,,,,
8190,株式会社 ヤマナカ,2019-03-20,Q3,tanshin,日本基準,単,2019-01-23,TD2019012300034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,20425218.0,1270361.0,,,,,,,,
8285,三谷産業株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500105,58799000000.0,26.0,60491000000.0,2.9,83000000000.0,2.7,1245000000.0,26.2,962000000.0,-22.7,2350000000.0,-2.2,40.9,2.1,1.6,2.8,,,1695000000.0,23.2,1467000000.0,-13.4,2750000000.0,-7.5,,,,,,,1146000000.0,16.0,761000000.0,-33.6,1640000000.0,-22.8,1.9,1.3,2.0,20.12,12.67,28.78,2.4,1.3,,,,,,74845000000.0,,35253000000.0,,43.0,,,,,,,,,,
8285,三谷産業株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,61772500.0,200615.0,,,,,,,,
8364,株式会社 清水銀行,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500107,20703000000.0,-2.4,21222000000.0,2.5,28200000000.0,2.0,,,,,,,,,,,,,3047000000.0,-4.3,2178000000.0,-28.5,3500000000.0,4.6,,,,,,,1894000000.0,-18.9,1528000000.0,-19.3,2700000000.0,15.8,9.1,7.2,9.6,198.57,138.66,233.15,1.8,,,,,,,1667522000000.0,,85833000000.0,,5.1,,,,,,,,,,
8364,株式会社 清水銀行,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,11641318.0,61367.0,,,,,,,,
8595,株式会社 ジャフコ,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500036,23317000000.0,11.1,21987000000.0,-5.7,,,11091000000.0,15.9,10073000000.0,-9.2,,,,47.6,45.8,,,,12497000000.0,13.3,11208000000.0,-10.3,,,,,,,,,21720000000.0,135.0,8737000000.0,-59.8,,,93.2,39.7,,591.89,282.49,,5.7,6.0,,,,,,169216000000.0,,153665000000.0,,90.8,,,,,,,,,,
8595,株式会社 ジャフコ,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32550000.0,1619155.0,,,,,,,,
8617,光世証券株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-22,TD2019012200043,1071000000.0,77.4,401000000.0,-62.6,,,343000000.0,,-380000000.0,,,,,32.0,-94.8,,,,362000000.0,,-218000000.0,,,,,,,,,,272000000.0,,-220000000.0,,,,25.4,-54.9,,28.92,-23.46,,-1.3,-1.9,,,,,,20503000000.0,,16373000000.0,,79.8,9486400.0,71657.0,,,,,,,,
8706,極東証券株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500024,5653000000.0,-30.0,4048000000.0,-28.4,,,1868000000.0,-42.5,315000000.0,-83.1,,,,33.0,7.8,,,,2263000000.0,-38.1,458000000.0,-79.7,,,,,,,,,2334000000.0,-40.3,1005000000.0,-56.9,,,41.3,24.8,,73.19,31.53,,2.2,0.5,,,,,,66489000000.0,,44699000000.0,,67.2,,,,,,,,,,
8706,極東証券株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32779000.0,877496.0,,,,,,,,
8877,日本エスリード株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500045,30912000000.0,21.1,34061000000.0,10.2,58000000000.0,20.0,3881000000.0,15.1,4155000000.0,7.0,7300000000.0,8.1,56.9,12.6,12.2,12.6,,,3844000000.0,16.0,4211000000.0,9.6,7100000000.0,5.9,,,,,,,2489000000.0,26.0,2608000000.0,4.8,4450000000.0,3.3,8.1,7.7,7.7,161.32,169.07,288.39,6.4,6.6,,,,,,62877000000.0,,40854000000.0,,65.0,,,,,,,,,,
8877,日本エスリード株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,15465600.0,35340.0,,,,,,,,
9029,株式会社ヒガシトゥエンティワン,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500181,14838000000.0,4.6,16969000000.0,14.4,22000000000.0,5.3,596000000.0,14.6,670000000.0,12.4,758000000.0,-6.4,88.4,4.0,3.9,3.4,,,594000000.0,8.6,703000000.0,18.2,800000000.0,-1.7,,,,,,,370000000.0,0.4,450000000.0,21.4,495000000.0,-1.2,2.5,2.7,2.2,28.3,34.24,37.81,5.7,5.0,,,,,,13348000000.0,,7883000000.0,,59.1,,,,,,,,,,
9029,株式会社ヒガシトゥエンティワン,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,13176800.0,542.0,,,,,,,,
9039,株式会社サカイ引越センター,2019-03-31,Q3,tanshin,日本基準,連,2019-01-25,TD2019012500055,62867000000.0,12.5,67530000000.0,7.4,94580000000.0,7.0,7834000000.0,66.2,7886000000.0,0.7,10861000000.0,4.1,72.6,12.5,11.7,11.5,,,8020000000.0,59.5,8087000000.0,0.8,11116000000.0,4.0,,,,,,,5162000000.0,76.5,5240000000.0,1.5,7074000000.0,-0.6,8.2,7.8,7.5,247.0,250.37,338.5,9.4,10.6,,,,,,74679000000.0,,55609000000.0,,74.5,,,,,,,,,,
9039,株式会社サカイ引越センター,2019-03-31,Q3,tanshin,日本基準,単,2019-01-25,TD2019012500055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,21162000.0,627189.0,,,,,,,,
3912,株式会社モバイルファクトリー,2018-12-31,Q4,tanshin,日本基準,連,2019-01-25,TD2019012500038,2437000000.0,17.6,2978000000.0,22.2,,,736000000.0,20.5,849000000.0,15.4,,,,30.2,28.5,,22.3,31.6,722000000.0,18.1,848000000.0,17.5,,,,,,,,,511000000.0,24.2,585000000.0,14.4,,,21.0,19.6,,54.18,63.37,,26.0,31.8,,,31.4,,2559000000.0,2671000000.0,2223000000.0,2247000000.0,86.9,84.1,,,544000000.0,940000000.0,-69000000.0,-11000000.0,-134000000.0,-559000000.0,1773000000.0,2142000000.0
3912,株式会社モバイルファクトリー,2018-12-31,Q4,tanshin,日本基準,単,2019-01-25,TD2019012500038,2392000000.0,16.7,2446000000.0,2.3,,,729000000.0,19.9,817000000.0,12.1,,,,30.5,33.4,,,,716000000.0,17.6,817000000.0,14.1,,,,,,,,,,,,,,,,,,53.68,61.15,,,31.9,17.0,,,,2547000000.0,2562000000.0,2217000000.0,2221000000.0,87.1,86.7,9699400.0,543031.0,,,,,,,,
6866,日置電機株式会社>>,2018-12-31,Q4,tanshin,日本基準,連,2019-01-25,TD2019012500090,20891000000.0,15.2,23288000000.0,11.5,25000000000.0,7.3,2503000000.0,49.2,3314000000.0,32.4,3070000000.0,22.6,107.9,12.0,14.2,15.4,16.7,16.5,2630000000.0,56.4,3403000000.0,29.4,3980000000.0,16.9,,,,,,,1998000000.0,71.2,2774000000.0,38.8,3050000000.0,9.9,9.6,11.9,12.2,146.67,203.63,223.83,11.5,12.1,,,40.9,40.2,25650000000.0,27365000000.0,22786000000.0,24216000000.0,88.8,88.5,,,3499000000.0,3845000000.0,-1166000000.0,-121000000.0,-612000000.0,-884000000.0,5768000000.0,8504000000.0
6866,日置電機株式会社>>,2018-12-31,Q4,tanshin,日本基準,単,2019-01-25,TD2019012500090,18580000000.0,14.8,19800000000.0,6.6,,,2052000000.0,51.7,2268000000.0,10.5,,,,11.0,11.5,,,,2445000000.0,47.6,2658000000.0,8.7,,,,,,,,,,,,,,,,,,141.99,170.27,,,8.7,60.0,90.0,,,24776000000.0,26039000000.0,22329000000.0,23395000000.0,90.1,89.8,14024365.0,397982.0,,,,,,,,
