code,company,fiscal_year,quarter,file_type,account_type,consoli_type,submit,zip_id,sales_prior,sales_pct_yoy_prior,sales_current,sales_pct_yoy_current,sales_next,sales_pct_yoy_next,operating_income_prior,operating_income_pct_yoy_prior,operating_income_current,operating_income_pct_yoy_current,operating_income_next,operating_income_pct_yoy_next,operating_income_progress_ratio,operating_income_on_sales_ratio_prior,operating_income_on_sales_ratio_current,operating_income_on_sales_ratio_next,operating_cf_margin_prior,operating_cf_margin_current,ordinary_income_prior,ordinary_income_pct_yoy_prior,ordinary_income_current,ordinary_income_pct_yoy_current,ordinary_income_next,ordinary_income_pct_yoy_next,pretax_income_prior,pretax_income_pct_yoy_prior,pretax_income_current,pretax_income_pct_yoy_current,pretax_income_next,pretax_income_pct_yoy_next,net_income_prior,net_income_pct_yoy_prior,net_income_current,net_income_pct_yoy_current,net_income_next,net_income_pct_yoy_next,net_income_on_sales_prior,net_income_on_sales_current,net_income_on_sales_next,eps_prior,eps_current,eps_next,roe,roa,dividend_prior,dividend_next,payout_ratio_prior,payout_ratio_next,total_assets_prior,total_assets_current,net_assets_prior,net_assets_current,capital_ratio_prior,capital_ratio_current,outstanding_stock_current,treasury_stock_current,operating_cf_prior,operating_cf_current,investing_cf_prior,investing_cf_current,financing_cf_prior,financing_cf_current,cash_prior,cash_current
7921,宝印刷株式会社,2019-05-31,Q2,tanshin,日本基準,連,2018-12-27,TD2018122700095,8793000000.0,2.2,9687000000.0,10.2,16900000000.0,7.0,1324000000.0,-1.5,1284000000.0,-3.0,1600000000.0,4.3,80.2,15.1,13.3,9.5,15.6,17.1,1390000000.0,-0.4,1357000000.0,-2.4,1730000000.0,3.0,,,,,,,948000000.0,-1.4,912000000.0,-3.9,1200000000.0,8.0,10.8,9.4,7.1,84.89,81.6,107.36,6.2,6.5,,,,,,19693000000.0,,15163000000.0,,75.3,,,1371732000.0,1655427000.0,-328145000.0,-298630000.0,-199776000.0,-232193000.0,7434713000.0,7963387000.0
7921,宝印刷株式会社,2019-05-31,Q2,tanshin,日本基準,単,2018-12-27,TD2018122700095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,12936793.0,1759485.0,,,,,,,,
8155,三益半導体工業株式会社,2019-05-31,Q2,tanshin,日本基準,単,2018-12-26,TD2018122600089,33789000000.0,11.2,47096000000.0,39.4,90000000000.0,21.3,2409000000.0,15.9,3011000000.0,25.0,5450000000.0,21.1,55.2,7.1,6.4,6.1,10.8,19.1,2419000000.0,20.3,2984000000.0,23.4,5450000000.0,23.4,,,,,,,1656000000.0,21.0,2050000000.0,23.8,3700000000.0,20.5,4.9,4.4,4.1,51.55,63.83,115.17,3.5,3.0,,30.0,,,,100861000000.0,,59419000000.0,,58.9,35497183.0,3370003.0,3641000000.0,8982000000.0,-2100000000.0,-12882000000.0,-660000000.0,-511000000.0,21622000000.0,10726000000.0
8166,株式会社 タカキュー,2019-02-28,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700060,19403000000.0,9.2,18384000000.0,-5.2,24900000000.0,-4.7,-69000000.0,,-627000000.0,,-750000000.0,,83.6,-0.4,-3.4,-3.0,,,115000000.0,-72.2,-461000000.0,,-500000000.0,,,,,,,,-79000000.0,,-458000000.0,,-550000000.0,,-0.4,-2.5,-2.2,-3.24,-18.83,-22.57,-6.5,-4.4,,0.0,,,,14198000000.0,,7042000000.0,,49.6,24470822.0,104908.0,,,,,,,,
8168,株式会社 ケーヨー,2019-02-28,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700124,101868000000.0,-9.3,88054000000.0,-13.6,115800000000.0,-12.4,1322000000.0,14.1,-793000000.0,,-1700000000.0,,46.6,1.3,-0.9,-1.5,,,1994000000.0,8.3,-176000000.0,,-1000000000.0,,,,,,,,978000000.0,-6.3,-740000000.0,,-1600000000.0,,1.0,-0.8,-1.4,15.03,-11.37,-24.56,-1.7,-0.9,,12.5,,,,87960000000.0,,43790000000.0,,49.8,65140184.0,2424.0,,,,,,,,
8217,株式会社オークワ,2019-02-20,Q3,tanshin,日本基準,連,2018-12-26,TD2018122600090,198434000000.0,-0.2,195748000000.0,-1.4,269000000000.0,0.1,730000000.0,-48.3,1404000000.0,92.4,3300000000.0,53.9,42.5,0.4,0.7,1.2,,,908000000.0,-42.4,1613000000.0,77.6,3550000000.0,50.9,,,,,,,1140000000.0,-24.2,1134000000.0,-0.5,1200000000.0,19.8,0.6,0.6,0.4,25.55,25.43,26.89,1.5,1.0,,,,,,137010000000.0,,77216000000.0,,56.3,,,,,,,,,,
8217,株式会社オークワ,2019-02-20,Q3,tanshin,日本基準,単,2018-12-26,TD2018122600090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,45237297.0,613365.0,,,,,,,,
8227,株式会社 しまむら>>,2019-02-20,Q3,tanshin,日本基準,連,2018-12-25,TD2018122500105,426912000000.0,-0.4,409936000000.0,-4.0,570000000000.0,0.9,35085000000.0,-11.3,20607000000.0,-41.3,39410000000.0,-8.1,52.3,8.2,5.0,6.9,,,35963000000.0,-11.3,21261000000.0,-40.9,40400000000.0,-8.0,,,,,,,23974000000.0,-9.3,13743000000.0,-42.7,27343000000.0,-8.0,5.6,3.4,4.8,652.3,373.93,743.96,3.8,5.0,,,,,,414256000000.0,,357511000000.0,,86.3,,,,,,,,,,
8227,株式会社 しまむら>>,2019-02-20,Q3,tanshin,日本基準,単,2018-12-25,TD2018122500105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,36913299.0,160945.0,,,,,,,,
8233,株式会社　高島屋>>,2019-02-28,Q3,tanshin,日本基準,連,2018-12-28,TD2018122800127,649508000000.0,2.8,659595000000.0,1.6,927000000000.0,2.1,21710000000.0,5.6,19383000000.0,-10.7,31000000000.0,-12.2,62.5,3.3,2.9,3.3,,,24376000000.0,5.8,22877000000.0,-6.1,35000000000.0,-9.3,,,,,,,14477000000.0,9.5,11438000000.0,-21.0,20500000000.0,-13.4,2.2,1.7,2.2,82.85,65.45,117.31,2.6,1.8,,,,,,1078428000000.0,,457056000000.0,,41.1,,,,,,,,,,
8233,株式会社　高島屋>>,2019-02-28,Q3,tanshin,日本基準,単,2018-12-28,TD2018122800127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177759481.0,3025586.0,,,,,,,,
8251,株式会社 パルコ>>,2019-02-28,Q3,tanshin,IFRS,連,2018-12-26,TD2018122600091,68252000000.0,-1.8,66272000000.0,-2.9,93700000000.0,2.3,9660000000.0,-22.7,8139000000.0,-15.7,10800000000.0,-7.8,75.4,14.2,12.3,11.5,,,,,,,,,9498000000.0,-21.0,7882000000.0,-17.0,10450000000.0,-8.8,6507000000.0,-12.5,5419000000.0,-16.7,7100000000.0,-9.1,9.5,8.2,7.6,64.14,53.52,70.12,4.2,3.0,,,,,,275879000000.0,,129013000000.0,,46.8,,,,,,,,,,
8251,株式会社 パルコ>>,2019-02-28,Q3,tanshin,IFRS,単,2018-12-26,TD2018122600091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,101462977.0,425624.0,,,,,,,,
8276,株式会社  平和堂,2019-02-20,Q3,tanshin,日本基準,連,2018-12-27,TD2018122700097,320044000000.0,-0.6,320776000000.0,0.2,443000000000.0,1.1,8203000000.0,-17.2,8867000000.0,8.1,14200000000.0,2.0,62.4,2.6,2.8,3.2,,,8823000000.0,-12.9,9549000000.0,8.2,15000000000.0,1.3,,,,,,,5648000000.0,-4.9,6205000000.0,9.9,9500000000.0,0.7,1.8,1.9,2.1,107.69,118.31,181.12,4.1,3.1,,,,,,289454000000.0,,153877000000.0,,52.3,,,,,,,,,,
8276,株式会社  平和堂,2019-02-20,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,58546470.0,6096323.0,,,,,,,,
9651,日本プロセス株式会社>>,2019-05-31,Q2,tanshin,日本基準,連,2018-12-28,TD2018122800103,2987000000.0,24.0,3283000000.0,9.9,6800000000.0,8.1,320000000.0,149.4,299000000.0,-6.5,550000000.0,7.2,54.4,10.7,9.1,8.1,-3.2,-19.9,342000000.0,127.2,326000000.0,-4.7,605000000.0,4.4,,,,,,,168000000.0,74.5,247000000.0,46.4,430000000.0,36.9,5.6,7.5,6.3,17.17,25.29,43.83,2.8,3.0,,,,,,10002000000.0,,8799000000.0,,88.0,,,-96657000.0,-652058000.0,-313341000.0,136198000.0,-159744000.0,-241671000.0,1543425000.0,1030622000.0
9651,日本プロセス株式会社>>,2019-05-31,Q2,tanshin,日本基準,単,2018-12-28,TD2018122800103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,10645020.0,805287.0,,,,,,,,
9843,株式会社ニトリホールディングス,2019-02-20,Q3,tanshin,日本基準,連,2018-12-27,TD2018122700108,422712000000.0,11.5,448536000000.0,6.1,614000000000.0,7.3,70425000000.0,0.3,78033000000.0,10.8,99000000000.0,6.0,78.8,16.7,17.4,16.1,,,71500000000.0,0.5,79655000000.0,11.4,100000000000.0,5.4,,,,,,,51245000000.0,7.7,52023000000.0,1.5,68000000000.0,5.9,12.1,11.6,11.1,458.6,464.06,606.13,10.7,13.2,,,,,,591846000000.0,,485083000000.0,,81.9,,,,,,,,,,
9843,株式会社ニトリホールディングス,2019-02-20,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,114443496.0,2255818.0,,,,,,,,
9872,北恵株式会社,2018-11-20,Q4,tanshin,日本基準,連,2018-12-28,TD2018122800118,55704000000.0,9.6,57003000000.0,2.3,58720000000.0,3.0,780000000.0,23.3,763000000.0,-2.2,820000000.0,7.5,,1.4,1.3,1.4,2.9,1.7,888000000.0,20.9,856000000.0,-3.6,910000000.0,6.3,,,,,,,542000000.0,29.6,544000000.0,0.4,550000000.0,1.0,1.0,1.0,0.9,58.5,58.71,59.28,4.8,2.9,,,34.2,35.4,25084000000.0,25942000000.0,11062000000.0,11332000000.0,44.1,43.7,,,1602000000.0,959000000.0,226000000.0,-377000000.0,-129000000.0,-184000000.0,8906000000.0,9302000000.0
9976,株式会社セキチュー,2019-02-20,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700144,23455000000.0,-5.4,22461000000.0,-4.2,30100000000.0,-4.0,241000000.0,-63.2,217000000.0,-9.7,310000000.0,1.2,70.0,1.0,1.0,1.0,,,319000000.0,-57.2,286000000.0,-10.5,350000000.0,-11.1,,,,,,,189000000.0,-60.4,179000000.0,-5.2,200000000.0,10.6,0.8,0.8,0.7,35.15,33.31,37.13,1.6,1.1,,20.0,,,,20048000000.0,,11422000000.0,,57.0,5586150.0,200192.0,,,,,,,,
9982,タキヒヨー株式会社,2019-02-28,Q3,tanshin,日本基準,連,2018-12-27,TD2018122700166,56207000000.0,-7.6,50842000000.0,-9.5,64900000000.0,-10.8,-368000000.0,,384000000.0,,-140000000.0,,-274.3,-0.7,0.8,-0.2,,,-282000000.0,,481000000.0,,-80000000.0,,,,,,,,2619000000.0,158.2,-1284000000.0,,-1800000000.0,,4.7,-2.5,-2.8,280.81,-137.68,-192.98,-3.8,0.7,,,,,,51775000000.0,,34428000000.0,,66.0,,,,,,,,,,
9982,タキヒヨー株式会社,2019-02-28,Q3,tanshin,日本基準,単,2018-12-27,TD2018122700166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,9600000.0,272653.0,,,,,,,,
3089,テクノアルファ株式会社,2018-11-30,Q4,tanshin,日本基準,連,2018-12-28,TD2018122800132,2819000000.0,5.9,3584000000.0,27.2,,,34000000.0,711.0,263000000.0,656.6,,,,1.2,7.3,,4.5,-4.0,74000000.0,-14.6,277000000.0,273.1,,,,,,,,,44000000.0,,178000000.0,299.1,,,1.6,5.0,,25.31,101.03,,13.5,12.2,,,98.8,,1719000000.0,2147000000.0,1191000000.0,1320000000.0,69.3,61.5,,,127000000.0,-144000000.0,-6000000.0,-30000000.0,-215000000.0,153000000.0,257000000.0,236000000.0
3089,テクノアルファ株式会社,2018-11-30,Q4,tanshin,日本基準,単,2018-12-28,TD2018122800132,2137000000.0,10.5,2811000000.0,31.5,,,11000000.0,152.9,242000000.0,,,,,0.5,8.6,,,,37000000.0,-48.5,251000000.0,563.7,,,,,,,,,,,,,,,,,,12.68,81.31,,,13.1,25.0,27.0,,,1423000000.0,1843000000.0,1054000000.0,1148000000.0,74.1,62.3,2316000.0,550110.0,,,,,,,,
7965,象印マホービン株式会社,2018-11-20,Q4,tanshin,日本基準,連,2018-12-25,TD2018122500146,85363000000.0,-4.3,84635000000.0,-0.9,85500000000.0,1.0,7823000000.0,-35.4,6253000000.0,-20.1,6200000000.0,-20.7,100.9,9.2,7.4,7.3,7.8,5.5,8493000000.0,-28.2,6606000000.0,-22.2,6400000000.0,-3.1,,,,,,,5338000000.0,-26.9,4434000000.0,-16.9,4400000000.0,-0.8,6.3,5.2,5.1,79.0,65.62,65.1,6.4,6.7,,,27.9,39.9,92928000000.0,92794000000.0,67672000000.0,69746000000.0,71.9,74.5,,,6636000000.0,4684000000.0,-937000000.0,-2503000000.0,-1927000000.0,-3557000000.0,27292000000.0,25891000000.0
7965,象印マホービン株式会社,2018-11-20,Q4,tanshin,日本基準,単,2018-12-25,TD2018122500146,71874000000.0,-4.8,70478000000.0,-1.9,,,5555000000.0,-14.8,3709000000.0,-33.2,,,,7.7,5.3,,,,8365000000.0,16.8,5542000000.0,-33.7,,,,,,,,,,,,,,,,,,91.56,62.24,,,4.8,22.0,26.0,,,75628000000.0,76813000000.0,56562000000.0,58753000000.0,74.8,76.5,72600000.0,5014311.0,,,,,,,,
9872,北恵株式会社,2018-11-20,Q4,tanshin,日本基準,連,2018-12-28,TD2018122800118,55704000000.0,9.6,57003000000.0,2.3,58720000000.0,3.0,780000000.0,23.3,763000000.0,-2.2,800000000.0,2.5,95.4,1.4,1.3,1.4,2.9,1.7,888000000.0,20.9,856000000.0,-3.6,910000000.0,6.3,,,,,,,542000000.0,29.6,544000000.0,0.4,550000000.0,1.0,1.0,1.0,0.9,58.5,58.71,59.28,4.8,2.9,,,34.2,35.4,25084000000.0,25942000000.0,11062000000.0,11332000000.0,44.1,43.7,,,1602000000.0,959000000.0,226000000.0,-377000000.0,-129000000.0,-184000000.0,8906000000.0,9302000000.0
9872,北恵株式会社,2018-11-20,Q4,tanshin,日本基準,単,2018-12-28,TD2018122800118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,21.0,,,,,,,,,10011841.0,733388.0,,,,,,,,
